model,image_name,mosz1,mosz2,mosz3,prompt
stable-diffusion,096-3.png,2.532100121,2.641821722,2.652671947,"""We painted the wall with cracks."""
Unidiffuser,078-3.png,2.05450145,1.873145446,2.042577971,"""a tennis court with three yellow cones on it"""
Controlnet,065-2.png,3.036561326,2.971632091,2.515328595,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
stable-diffusion,018-3.png,1.93641176,2.011688888,2.034988403,"""Sunset over the sea"""
Lafite,086-1.png,2.033371396,1.985984947,1.970257227,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
stable-diffusion,007-4.png,2.864962317,2.972273807,3.270658143,"""a kitchen"""
DALLE,048-3.png,2.804964062,2.547019544,2.425199689,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
DALLE,006-4.png,2.65261462,2.725425998,2.189692324,"""a book cover"""
Glide,048-3.png,1.897919772,2.029744565,2.07679501,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
DALLE,071-3.png,2.705322036,2.067466244,2.90854255,"""three children on a couch"""
stable-diffusion,000-3.png,3.07449725,2.991835746,3.208876058,"""a corgi"""
Glide,018-1.png,2.473518011,2.949154203,3.048132644,"""Sunset over the sea"""
stable-diffusion,066-2.png,2.614572046,2.370192046,2.27920625,"""the word 'START'"""
Lafite,080-3.png,1.72938455,1.930965262,2.098377834,"""view of a giraffe and a zebra in the middle of a field"""
Unidiffuser,006-4.png,2.770152336,2.690733062,2.746816744,"""a book cover"""
stable-diffusion,032-2.png,2.000586507,2.225035758,2.222262831,"""a large white yacht in a calm bay on a sunny day"""
stable-diffusion,093-2.png,2.358925407,2.82932608,2.112770259,"""a closet without clothes"""
DALLE,034-1.png,2.713716476,2.690450499,2.242370035,"""a small garden with an apple tree behind it"""
Glide,048-4.png,1.97088641,2.220184824,2.158046321,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
stable-diffusion,045-4.png,2.766201649,2.624772214,2.553978895,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Unidiffuser,031-2.png,1.595537247,1.767404788,1.882339602,"""a library filled with kids reading books"""
Controlnet,015-3.png,3.002604443,3.285714087,2.894353599,"""A bowl of Chicken Pho"""
Unidiffuser,096-2.png,2.019634466,2.267106365,2.424979821,"""We painted the wall with cracks."""
DALLE,052-2.png,2.818342971,2.535899868,2.715607586,"""a cartoon of a train going to the moon"""
Lafite,068-3.png,2.15177865,2.254523599,2.235630303,"""a store front with 'Grassy Meadow' written on it"""
DALLE,011-1.png,2.595919552,2.764620435,2.862590733,"""a woman with long hair"""
Glide,068-4.png,2.155723144,2.437347673,2.047618645,"""a store front with 'Grassy Meadow' written on it"""
DALLE,098-4.png,2.960040263,2.903128936,2.989818728,"""a street without vehicles"""
stable-diffusion,081-1.png,2.425413936,2.447468915,2.135127002,"""two people facing each other"""
Glide,076-2.png,2.201415129,2.222005721,1.830705233,"""three small yellow boxes"""
DALLE,068-3.png,3.204080372,2.991472713,2.398573287,"""a store front with 'Grassy Meadow' written on it"""
Controlnet,065-1.png,2.904909521,2.664112416,2.398602158,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
DALLE,079-3.png,2.540085395,2.319818667,2.622677592,"""Times Square with thousands of dogs running around"""
DALLE,012-2.png,2.870459267,3.072967321,3.12590657,"""A red bus is driving on the road"""
Glide,075-2.png,2.182447775,2.257118565,2.145704637,"""three green peppers"""
stable-diffusion,029-3.png,2.772865969,2.714210343,2.434768105,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Controlnet,040-4.png,2.950871713,2.732887212,2.307103407,"""A blue colored dog"""
DALLE,010-4.png,2.967179743,2.663889807,3.029933566,"""A giraffe walking through a green grass covered field"""
Lafite,068-2.png,1.962715401,2.157949259,1.978379084,"""a store front with 'Grassy Meadow' written on it"""
Lafite,012-3.png,1.885072881,1.931280462,1.958130847,"""A red bus is driving on the road"""
Lafite,006-4.png,2.642919138,2.799548978,3.029385449,"""a book cover"""
Lafite,010-3.png,1.960547376,1.771720711,2.111960628,"""A giraffe walking through a green grass covered field"""
DALLE,017-2.png,2.714366836,2.791909553,2.881053979,"""a coffee table with a magazine on it"""
Glide,032-3.png,2.007924928,2.260510668,2.560811483,"""a large white yacht in a calm bay on a sunny day"""
Unidiffuser,068-4.png,2.459996249,2.530854437,2.36452849,"""a store front with 'Grassy Meadow' written on it"""
Unidiffuser,070-1.png,3.156051658,2.545970578,2.456212764,"""Four cats surrounding a dog"""
Controlnet,067-1.png,2.940266655,2.930924257,2.484389181,"""a yellow wall with 'Hello, world.' written on it"""
Unidiffuser,076-2.png,2.261979654,2.421638138,2.381911085,"""three small yellow boxes"""
Controlnet,065-4.png,2.821941674,2.35888835,2.464970022,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Controlnet,045-1.png,2.869456053,2.598451816,2.512402342,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Controlnet,080-2.png,2.89920226,2.686656694,2.474392069,"""view of a giraffe and a zebra in the middle of a field"""
Controlnet,073-2.png,2.553036128,2.653288305,1.995385341,"""two red balls on a table"""
Unidiffuser,092-4.png,2.354956193,2.244541046,2.178530402,"""a car with no windows"""
DALLE,097-4.png,3.016142259,3.001909962,2.809771948,"""a kitchen without a refrigerator"""
DALLE,024-1.png,3.245461327,3.243651042,2.97516904,"""a tree reflected in the sunroof of a blue car"""
Unidiffuser,075-2.png,3.065888515,2.592591108,2.494374799,"""three green peppers"""
Glide,061-4.png,2.180340474,2.016110725,2.056171056,"""the word 'HELLO' on a girl's face"""
Controlnet,041-4.png,2.695513618,2.482914585,2.821886767,"""A photo of an astronaut riding a horse in the forest."""
Unidiffuser,009-2.png,2.694534399,3.150448215,3.291800245,"""a photo of san francisco's golden gate bridge"""
Glide,008-1.png,2.025189728,2.531600766,3.131175377,"""a fall landscape"""
Unidiffuser,015-2.png,3.026938652,2.948745047,2.851977016,"""A bowl of Chicken Pho"""
DALLE,080-2.png,3.178227171,3.083141706,2.968115368,"""view of a giraffe and a zebra in the middle of a field"""
Glide,077-4.png,2.084712262,2.355695648,2.133296455,"""two pianos next to each other"""
Lafite,097-4.png,2.112920825,2.235565848,2.172633298,"""a kitchen without a refrigerator"""
Glide,029-1.png,1.874513555,2.026963558,2.189607229,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
DALLE,009-2.png,3.080879376,3.212225171,3.432408132,"""a photo of san francisco's golden gate bridge"""
Unidiffuser,015-3.png,1.772227785,1.707676524,1.729529045,"""A bowl of Chicken Pho"""
Glide,004-2.png,2.209944311,2.529495759,3.002947983,"""a flower"""
stable-diffusion,071-2.png,1.87488764,1.989557581,2.336941302,"""three children on a couch"""
Controlnet,063-2.png,2.361472456,2.365212273,2.062520413,"""A sign that says Deep Learning"""
stable-diffusion,097-1.png,2.358411099,2.488468199,2.798003788,"""a kitchen without a refrigerator"""
DALLE,063-3.png,3.049012071,2.783966801,2.439729508,"""A sign that says Deep Learning"""
DALLE,091-1.png,3.033059319,3.128873752,3.007427136,"""a classroom without any students"""
Unidiffuser,021-4.png,2.089475224,2.199203134,2.134456415,"""a grandmother reading a book to her grandson and granddaughter"""
Controlnet,091-3.png,2.971273598,2.96988112,2.873114535,"""a classroom without any students"""
stable-diffusion,067-1.png,2.717913996,2.801179574,2.283426427,"""a yellow wall with 'Hello, world.' written on it"""
Glide,038-4.png,2.201168056,2.70670387,2.759548279,"""a fall landscape with a small cottage next to a lake"""
Lafite,029-2.png,2.203227773,2.025577561,2.149181274,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
DALLE,046-1.png,2.492186098,2.201458564,2.720796114,"""a drawing of a series of musical notes wrapped around the Earth"""
Unidiffuser,025-1.png,2.792586045,3.178671714,2.643428355,"""a pineapple with one beer to its left and two beers on its right"""
Controlnet,083-4.png,2.841190718,2.784389681,3.09807851,"""view of a clock tower from above"""
DALLE,045-1.png,2.405781611,2.217566916,2.402906266,"""A bowl of soup that looks like a monster with tofu says deep learning"""
stable-diffusion,023-3.png,2.352232147,2.436059048,2.399618153,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
DALLE,096-1.png,2.684063001,2.673133724,2.567981922,"""We painted the wall with cracks."""
Glide,028-1.png,2.073616881,2.514253945,3.186288132,"""Snow mountain and tree reflection in the lake"""
Lafite,092-3.png,1.837538171,2.001634902,2.163214296,"""a car with no windows"""
Lafite,075-1.png,2.252103128,2.160783678,2.206695855,"""three green peppers"""
stable-diffusion,021-4.png,2.589141706,2.574530888,2.327564073,"""a grandmother reading a book to her grandson and granddaughter"""
Lafite,055-3.png,2.209114367,2.245919382,2.381022327,"""a painting of the food of china"""
Glide,052-3.png,2.03018894,2.024661175,1.874558929,"""a cartoon of a train going to the moon"""
Controlnet,054-3.png,3.40895759,3.010740724,2.648552785,"""A photo of a lotus flower made of water. """
Unidiffuser,079-3.png,1.736777244,1.869373556,2.042149796,"""Times Square with thousands of dogs running around"""
stable-diffusion,090-1.png,3.173375188,2.870051357,2.142746986,"""A bird gives an apple to a squirrel"""
Controlnet,005-2.png,3.310258899,3.059982498,3.157497273,"""a green pepper"""
Controlnet,018-1.png,3.231106265,2.820194002,3.096646285,"""Sunset over the sea"""
DALLE,050-4.png,2.314532764,1.992536158,2.356890553,"""A photo of a panda made of water."""
Glide,093-1.png,1.759342242,1.923703497,2.18436692,"""a closet without clothes"""
stable-diffusion,073-3.png,2.994373745,2.914562094,2.126405743,"""two red balls on a table"""
Glide,058-2.png,2.175068186,2.383721602,2.68113302,"""a painting of a white country home with a wrap-around porch"""
Controlnet,010-3.png,2.32497873,2.26415984,2.516612372,"""A giraffe walking through a green grass covered field"""
Unidiffuser,049-2.png,3.236252551,2.871159456,3.437973964,"""an elephant walking on the Great Wall"""
Unidiffuser,058-1.png,1.857020576,2.45429469,2.46462449,"""a painting of a white country home with a wrap-around porch"""
stable-diffusion,086-1.png,2.512716933,2.299400592,2.541244301,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
DALLE,045-4.png,2.590400577,2.097794383,2.278584129,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,098-1.png,1.968117123,2.109524075,2.207005488,"""a street without vehicles"""
Lafite,064-4.png,2.019333148,2.104879042,1.824362435,"""the word 'APPLE' on an apple"""
Unidiffuser,092-3.png,2.423764607,2.350645486,2.372716553,"""a car with no windows"""
Controlnet,051-1.png,2.887538136,2.525347705,2.936722874,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Controlnet,096-3.png,2.699592387,2.680800824,2.587318326,"""We painted the wall with cracks."""
stable-diffusion,021-2.png,3.037971796,2.464734563,2.674390228,"""a grandmother reading a book to her grandson and granddaughter"""
stable-diffusion,004-2.png,2.854838507,2.848845351,2.69689048,"""a flower"""
Glide,022-2.png,1.740685447,2.134930998,1.921065815,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Controlnet,006-4.png,3.203976944,2.865673371,3.139702022,"""a book cover"""
stable-diffusion,060-1.png,2.608423558,2.136962359,2.303743572,"""a cartoon of a dog saying ""I see what you did there"""""
Controlnet,078-4.png,2.618254278,2.602728571,2.122546982,"""a tennis court with three yellow cones on it"""
Glide,044-1.png,1.674339086,1.645148617,1.612123705,"""an orange wearing a cowboy hat"""
stable-diffusion,032-4.png,2.838220941,2.938842567,2.797459829,"""a large white yacht in a calm bay on a sunny day"""
Lafite,016-3.png,2.151132123,2.393001543,2.595511722,"""A heart made of chocolate"""
Glide,077-2.png,2.17171646,2.396538009,2.253241143,"""two pianos next to each other"""
stable-diffusion,056-4.png,2.847389539,2.762394843,2.384749721,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Unidiffuser,086-4.png,2.670928969,2.57278732,2.021736167,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
stable-diffusion,016-2.png,1.860044375,2.004719996,2.335907999,"""A heart made of chocolate"""
Unidiffuser,087-1.png,2.7394486,2.828894602,2.798193484,"""an aerial view of a dining room"""
Unidiffuser,072-2.png,2.697407733,2.511635652,2.714120292,"""two motorcycles facing each other"""
DALLE,053-2.png,3.164251574,3.028630122,2.847774677,"""A spaceship made of cardboard."""
Controlnet,049-3.png,2.995481411,2.799391428,3.068511968,"""an elephant walking on the Great Wall"""
Unidiffuser,016-3.png,2.710265186,2.615721438,2.802933066,"""A heart made of chocolate"""
Controlnet,050-1.png,2.966740406,2.837948713,2.644890546,"""A photo of a panda made of water."""
DALLE,073-2.png,2.430354975,2.517854802,2.428285128,"""two red balls on a table"""
DALLE,051-1.png,3.166383682,3.128220231,3.151079179,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Lafite,032-1.png,1.9673729,1.902256117,2.484724428,"""a large white yacht in a calm bay on a sunny day"""
Glide,050-2.png,1.86729661,2.12742382,2.380371855,"""A photo of a panda made of water."""
Lafite,020-2.png,2.096364428,1.933764188,1.920269711,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Unidiffuser,096-4.png,3.160141464,2.929873089,3.005813969,"""We painted the wall with cracks."""
Glide,042-2.png,2.034204756,2.149751406,2.022484887,"""A bicycle on top of a boat"""
