Image_prompt,Text_prompt,Generated_image,MOS_q,MOS_a,MOS_c,MOS
,tower in the distance with a lake in the foreground,SD_1072_00.jpg,3.1287,3.2083,3.6667,10.0037
,tower in the distance with a lake in the foreground,SD_1072_01.jpg,2.5575,2.4825,3.5429,8.5829
,tower in the distance with a lake in the foreground,SD_1072_10.jpg,2.776,2.722,2.6445,8.1425
,tower in the distance with a lake in the foreground,SD_1072_11.jpg,2.368,2.282,3.056,7.706
,a necklace with blue and white stones on a mannequin,SD_1073_00.jpg,2.8257,2.5267,2.585,7.9374
,a necklace with blue and white stones on a mannequin,SD_1073_01.jpg,3.24,2.9917,3.0471,9.2788
,a necklace with blue and white stones on a mannequin,SD_1073_10.jpg,2.5925,2.44,3.0567,8.0892
,a necklace with blue and white stones on a mannequin,SD_1073_11.jpg,2.0343,2.1814,2.6175,6.8332
,a watch on a wooden surface with a sky background,SD_1074_00.jpg,2.425,1.8883,3.646,7.9593
,a watch on a wooden surface with a sky background,SD_1074_01.jpg,3.0733,3.2483,3.1625,9.4841
,a watch on a wooden surface with a sky background,SD_1074_10.jpg,3.105,2.808,3.2917,9.2047
,a watch on a wooden surface with a sky background,SD_1074_11.jpg,3.396,2.8586,3.3112,9.5658
,there is a heron that is standing in the water with a fish in it's mouth,SD_1075_00.jpg,2.19,2.098,2.9543,7.2423
,there is a heron that is standing in the water with a fish in it's mouth,SD_1075_01.jpg,1.7171,1.3833,2.7233,5.8237
,there is a heron that is standing in the water with a fish in it's mouth,SD_1075_10.jpg,2.39,1.506,2.645,6.541
,there is a heron that is standing in the water with a fish in it's mouth,SD_1075_11.jpg,2.6,2.595,3.0643,8.2593
,"small pumpkin, sitting on top of a wooden stump, pumpkin farm background",SD_1076_00.jpg,2.222,2.3457,2.5743,7.142
,"small pumpkin, sitting on top of a wooden stump, pumpkin farm background",SD_1076_01.jpg,2.66,2.73,2.9317,8.3217
,"small pumpkin, sitting on top of a wooden stump, pumpkin farm background",SD_1076_10.jpg,2.6217,2.6114,3.0722,8.3053
,"small pumpkin, sitting on top of a wooden stump, pumpkin farm background",SD_1076_11.jpg,3.2686,2.99,3.5,9.7586
,there are many pink succulent in a green pot,SD_1077_00.jpg,3.57,3.164,3.16,9.894
,there are many pink succulent in a green pot,SD_1077_01.jpg,2.5814,2.5583,3.0243,8.164
,there are many pink succulent in a green pot,SD_1077_10.jpg,2.884,3.4433,3.11,9.4373
,there are many pink succulent in a green pot,SD_1077_11.jpg,3.15,2.83,3.0117,8.9917
,there is a white plane flying in the sky,SD_1078_00.jpg,1.675,1.47,3.1937,6.3387
,there is a white plane flying in the sky,SD_1078_01.jpg,2.8325,3.09,3.6717,9.5942
,there is a white plane flying in the sky,SD_1078_10.jpg,3.215,2.81,3.6609,9.6859
,there is a white plane flying in the sky,SD_1078_11.jpg,2.6671,2.6986,3.8233,9.189
,ambulance driving down a road with a sign on the side of it,SD_1079_00.jpg,2.3533,2.5388,3.2867,8.1788
,ambulance driving down a road with a sign on the side of it,SD_1079_01.jpg,2.425,1.84,2.882,7.147
,ambulance driving down a road with a sign on the side of it,SD_1079_10.jpg,2.792,2.7933,3.5286,9.1139
,ambulance driving down a road with a sign on the side of it,SD_1079_11.jpg,2.932,2.735,3.488,9.155
,there are many apples in a basket on a wooden table,SD_1080_00.jpg,3.26,3.364,3.915,10.539
,there are many apples in a basket on a wooden table,SD_1080_01.jpg,2.954,2.7725,3.8688,9.5953
,there are many apples in a basket on a wooden table,SD_1080_10.jpg,3.35,3.1171,3.7117,10.1788
,there are many apples in a basket on a wooden table,SD_1080_11.jpg,3.4043,2.838,3.8867,10.129
,a rifle and a backpack on the ground,SD_1081_00.jpg,2.514,2.6617,1.805,6.9807
,a rifle and a backpack on the ground,SD_1081_01.jpg,2.2567,1.7167,3.0583,7.0317
,a rifle and a backpack on the ground,SD_1081_10.jpg,3.278,3.18,3.47,9.928
,a rifle and a backpack on the ground,SD_1081_11.jpg,2.91,2.6933,3.25,8.8533
,there is a large axe stuck in a tree stump,SD_1082_00.jpg,2.44,1.6789,2.542,6.6609
,there is a large axe stuck in a tree stump,SD_1082_01.jpg,1.84,1.3357,2.2138,5.3895
,there is a large axe stuck in a tree stump,SD_1082_10.jpg,2.7567,2.2183,2.16,7.135
,there is a large axe stuck in a tree stump,SD_1082_11.jpg,2.22,1.85,2.118,6.188
,there is a basket with a bunch of herbs and flowers on it,SD_1083_00.jpg,2.6157,2.426,2.9829,8.0246
,there is a basket with a bunch of herbs and flowers on it,SD_1083_01.jpg,2.7217,2.6967,3.7788,9.1972
,there is a basket with a bunch of herbs and flowers on it,SD_1083_10.jpg,2.7829,2.63,3.68,9.0929
,there is a basket with a bunch of herbs and flowers on it,SD_1083_11.jpg,2.94,3.245,3.4233,9.6083
,a hot air balloon flying over a field,SD_1084_00.jpg,2.9067,2.7733,3.7512,9.4312
,a hot air balloon flying over a field,SD_1084_01.jpg,3.1517,2.502,3.662,9.3157
,a hot air balloon flying over a field,SD_1084_10.jpg,2.6725,2.382,3.38,8.4345
,a hot air balloon flying over a field,SD_1084_11.jpg,2.3867,2.13,3.058,7.5747
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",SD_1085_00.jpg,2.9983,2.72,3.165,8.8833
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",SD_1085_01.jpg,3.518,3.4714,2.9883,9.9777
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",SD_1085_10.jpg,3.2875,2.7775,3.896,9.961
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",SD_1085_11.jpg,2.42,2.6,3.34,8.36
,basket with a blue blanket on top,SD_1086_00.jpg,2.4644,2.2575,2.5817,7.3036
,basket with a blue blanket on top,SD_1086_01.jpg,2.5,2.3857,3.3429,8.2286
,basket with a blue blanket on top,SD_1086_10.jpg,3.0417,2.9529,2.986,8.9806
,basket with a blue blanket on top,SD_1086_11.jpg,2.475,2.2314,2.5843,7.2907
,on a pier at sunset with people walking on the pier,SD_1087_00.jpg,2.7183,2.3314,3.1017,8.1514
,on a pier at sunset with people walking on the pier,SD_1087_01.jpg,2.7083,2.9975,3.43,9.1358
,on a pier at sunset with people walking on the pier,SD_1087_10.jpg,2.64,2.59,3.25,8.48
,on a pier at sunset with people walking on the pier,SD_1087_11.jpg,2.6343,1.64,3.058,7.3323
,there is a black lamp on the desk next to a white bed,SD_1088_00.jpg,2.544,2,2.7614,7.3054
,there is a black lamp on the desk next to a white bed,SD_1088_01.jpg,2.632,2.662,1.956,7.25
,there is a black lamp on the desk next to a white bed,SD_1088_10.jpg,2.91,2.575,2.89,8.375
,there is a black lamp on the desk next to a white bed,SD_1088_11.jpg,2.4783,2.286,2.8657,7.63
,there is a book with a pair of glasses on top of it,SD_1089_00.jpg,2.19,1.9567,3.225,7.3717
,there is a book with a pair of glasses on top of it,SD_1089_01.jpg,2.635,2.095,2.9862,7.7162
,there is a book with a pair of glasses on top of it,SD_1089_10.jpg,2.2667,2.178,2.2425,6.6872
,there is a book with a pair of glasses on top of it,SD_1089_11.jpg,2.2525,2.15,2.0083,6.4108
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",SD_1090_00.jpg,2.354,2.322,3,7.676
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",SD_1090_01.jpg,2.39,2.0857,3.378,7.8537
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",SD_1090_10.jpg,2.39,2.1156,3.4183,7.9239
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",SD_1090_11.jpg,2.6217,2.5117,3.4257,8.5591
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",SD_1091_00.jpg,3.3217,2.9075,2.8086,9.0378
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",SD_1091_01.jpg,2.5089,2.63,2.947,8.0859
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",SD_1091_10.jpg,3.15,2.8488,2.826,8.8248
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",SD_1091_11.jpg,3.2357,3.0267,3.368,9.6304
,two pairs of brown cowboy boots are lined up against a log wall,SD_1092_00.jpg,2.055,1.418,2.4678,5.9408
,two pairs of brown cowboy boots are lined up against a log wall,SD_1092_01.jpg,1.6967,1.4,1.93,5.0267
,two pairs of brown cowboy boots are lined up against a log wall,SD_1092_10.jpg,2.5175,1.815,2.8288,7.1613
,two pairs of brown cowboy boots are lined up against a log wall,SD_1092_11.jpg,2.438,1.935,2.69,7.063
,a broccoli head in a brown bowl,SD_1093_00.jpg,2.428,1.5929,2.55,6.5709
,a broccoli head in a brown bowl,SD_1093_01.jpg,2.8533,2.8883,2.942,8.6836
,a broccoli head in a brown bowl,SD_1093_10.jpg,3.3689,3.2522,3.7944,10.4155
,a broccoli head in a brown bowl,SD_1093_11.jpg,1.6714,0.8671,1.985,4.5235
,a bunch of bullet shells on a table,SD_1094_00.jpg,2,2.1357,2.94,7.0757
,a bunch of bullet shells on a table,SD_1094_01.jpg,2.2414,2.2825,3.18,7.7039
,a bunch of bullet shells on a table,SD_1094_10.jpg,2.3643,2.265,2.7933,7.4226
,a bunch of bullet shells on a table,SD_1094_11.jpg,1.7283,2.005,2.13,5.8633
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",SD_1095_00.jpg,3.262,3.3433,3.6867,10.292
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",SD_1095_01.jpg,2.575,2.8775,3.1263,8.5788
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",SD_1095_10.jpg,2.6867,2.8667,3.1633,8.7167
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",SD_1095_11.jpg,2.1375,2.042,2.8571,7.0366
,two chickens are standing in a field with dirt and grass,SD_1096_00.jpg,2.7817,2.3629,3.3238,8.4684
,two chickens are standing in a field with dirt and grass,SD_1096_01.jpg,2.72,2.4075,3.5743,8.7018
,two chickens are standing in a field with dirt and grass,SD_1096_10.jpg,2.96,2.638,3.385,8.983
,two chickens are standing in a field with dirt and grass,SD_1096_11.jpg,2.912,2.358,3.704,8.974
,"a church with a large stained glass window, inspiring gothic architecture",SD_1097_00.jpg,2.704,3.002,3.4786,9.1846
,"a church with a large stained glass window, inspiring gothic architecture",SD_1097_01.jpg,2.8217,2.6967,3.8343,9.3527
,"a church with a large stained glass window, inspiring gothic architecture",SD_1097_10.jpg,2.74,3.134,3.5143,9.3883
,"a church with a large stained glass window, inspiring gothic architecture",SD_1097_11.jpg,2.926,2.8171,3.63,9.3731
,"a theater with a curtain and seats, cinematatic lighting",SD_1098_00.jpg,2.0775,1.8633,3.076,7.0168
,"a theater with a curtain and seats, cinematatic lighting",SD_1098_01.jpg,2.424,1.8525,3.2443,7.5208
,"a theater with a curtain and seats, cinematatic lighting",SD_1098_10.jpg,2.6567,2.5,3.5767,8.7334
,"a theater with a curtain and seats, cinematatic lighting",SD_1098_11.jpg,2.806,2.9625,3.7975,9.566
,there is a clock that is sitting on a table,SD_1099_00.jpg,2.966,3.022,3.6833,9.6713
,there is a clock that is sitting on a table,SD_1099_01.jpg,2.59,2.644,3.49,8.724
,there is a clock that is sitting on a table,SD_1099_10.jpg,2.178,2.31,3.5,7.988
,there is a clock that is sitting on a table,SD_1099_11.jpg,2.76,2.5543,3.39,8.7043
,there is a cup of coffee and a cookie on a table,SD_1100_00.jpg,3.2686,3.046,3.6533,9.9679
,there is a cup of coffee and a cookie on a table,SD_1100_01.jpg,2.735,3.3275,3.09,9.1525
,there is a cup of coffee and a cookie on a table,SD_1100_10.jpg,3.2543,2.9271,3.1225,9.3039
,there is a cup of coffee and a cookie on a table,SD_1100_11.jpg,2.885,2.952,3.5625,9.3995
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",SD_1101_00.jpg,3.016,2.7114,3.31,9.0374
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",SD_1101_01.jpg,2.9633,2.55,3.33,8.8433
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",SD_1101_10.jpg,3.332,3.42,3.6233,10.3753
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",SD_1101_11.jpg,3.0557,3.24,3.15,9.4457
,yellow fish in an aquarium with coral and anemons,SD_1102_00.jpg,2.266,2.3025,3.8371,8.4056
,yellow fish in an aquarium with coral and anemons,SD_1102_01.jpg,2.5286,2.1171,3.6317,8.2774
,yellow fish in an aquarium with coral and anemons,SD_1102_10.jpg,2.4767,2.236,3.75,8.4627
,yellow fish in an aquarium with coral and anemons,SD_1102_11.jpg,2.6929,2.164,3.4783,8.3352
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",SD_1103_00.jpg,2.1567,2.038,2.736,6.9307
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",SD_1103_01.jpg,2.2783,1.6888,3.2133,7.1804
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",SD_1103_10.jpg,3.07,2.5943,3.5044,9.1687
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",SD_1103_11.jpg,3.015,2.6257,3.2643,8.905
,there are many street lights that are lined up along the street,SD_1104_00.jpg,2.535,2.81,3.186,8.531
,there are many street lights that are lined up along the street,SD_1104_01.jpg,2.3467,2.2467,3.49,8.0834
,there are many street lights that are lined up along the street,SD_1104_10.jpg,2.5383,2.134,3.6017,8.274
,there are many street lights that are lined up along the street,SD_1104_11.jpg,1.9662,1.7957,3.0383,6.8002
,a white chrysanthemum with a yellow center on a stem,SD_1105_00.jpg,1.9371,1.8171,3.1275,6.8817
,a white chrysanthemum with a yellow center on a stem,SD_1105_01.jpg,2.3883,2.552,3.412,8.3523
,a white chrysanthemum with a yellow center on a stem,SD_1105_10.jpg,2.898,2.7843,3.7186,9.4009
,a white chrysanthemum with a yellow center on a stem,SD_1105_11.jpg,2.9811,2.4825,3.556,9.0196
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",SD_1106_00.jpg,2.135,2.3533,3.53,8.0183
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",SD_1106_01.jpg,2.414,1.8814,3.1786,7.474
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",SD_1106_10.jpg,2.43,2.5,3.125,8.055
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",SD_1106_11.jpg,2.382,2.28,3.294,7.956
,there is a glass of a drink with a candy cane on it,SD_1107_00.jpg,2.6333,2.7429,3.5662,8.9424
,there is a glass of a drink with a candy cane on it,SD_1107_01.jpg,2.5786,2.7863,3.3786,8.7435
,there is a glass of a drink with a candy cane on it,SD_1107_10.jpg,2.3671,2.1233,2.8875,7.3779
,there is a glass of a drink with a candy cane on it,SD_1107_11.jpg,2.3917,2.106,3.341,7.8387
,a pile of red peppers with a green leaf,SD_1108_00.jpg,2.3343,2.1483,3.5533,8.0359
,a pile of red peppers with a green leaf,SD_1108_01.jpg,2.788,2.6,3.7133,9.1013
,a pile of red peppers with a green leaf,SD_1108_10.jpg,2.2914,1.875,3.4229,7.5893
,a pile of red peppers with a green leaf,SD_1108_11.jpg,2.0912,2.0962,2.978,7.1654
,there are many peach blossoms on a branch with a bee,SD_1109_00.jpg,2.46,2.4033,3.52,8.3833
,there are many peach blossoms on a branch with a bee,SD_1109_01.jpg,2.4633,1.93,3.1275,7.5208
,there are many peach blossoms on a branch with a bee,SD_1109_10.jpg,2.7083,2.5525,2.95,8.2108
,there are many peach blossoms on a branch with a bee,SD_1109_11.jpg,2.61,2.1529,3.4467,8.2096
,there are many oranges and a slice of orange on a table,SD_1110_00.jpg,2.9425,3.0667,3.1912,9.2004
,there are many oranges and a slice of orange on a table,SD_1110_01.jpg,3.5517,3.584,4.05,11.1857
,there are many oranges and a slice of orange on a table,SD_1110_10.jpg,3.1717,3.376,3.7238,10.2715
,there are many oranges and a slice of orange on a table,SD_1110_11.jpg,3.11,3.21,3.0243,9.3443
,a bunch of cherries with water droplets,SD_1111_00.jpg,1.4889,0.88,2.6589,5.0278
,a bunch of cherries with water droplets,SD_1111_01.jpg,2.324,1.81,3.3786,7.5126
,a bunch of cherries with water droplets,SD_1111_10.jpg,2.2757,2.2283,3.2111,7.7151
,a bunch of cherries with water droplets,SD_1111_11.jpg,2.14,2.155,3.3638,7.6588
,a golf ball and a golf club on a green field,SD_1112_00.jpg,2.04,1.95,3.1943,7.1843
,a golf ball and a golf club on a green field,SD_1112_01.jpg,2.425,1.9989,2.9817,7.4056
,a golf ball and a golf club on a green field,SD_1112_10.jpg,2.28,1.8925,2.87,7.0425
,a golf ball and a golf club on a green field,SD_1112_11.jpg,2.5,2.5271,2.915,7.9421
,airship flying in the sky with a goodyear message on it,SD_1113_00.jpg,1.868,1.52,2.4917,5.8797
,airship flying in the sky with a goodyear message on it,SD_1113_01.jpg,1.765,1.74,3.1275,6.6325
,airship flying in the sky with a goodyear message on it,SD_1113_10.jpg,2.3017,2.4033,2.61,7.315
,airship flying in the sky with a goodyear message on it,SD_1113_11.jpg,2.6475,2.495,3.091,8.2335
,a bunch of grapes hanging from a vine,SD_1114_00.jpg,2.6233,2.32,3.3978,8.3411
,a bunch of grapes hanging from a vine,SD_1114_01.jpg,2.2417,2.1317,3.0222,7.3956
,a bunch of grapes hanging from a vine,SD_1114_10.jpg,3.05,2.79,3.754,9.594
,a bunch of grapes hanging from a vine,SD_1114_11.jpg,3.1133,3.204,3.8633,10.1806
,a green leaf with water droplets on it,SD_1115_00.jpg,2.476,2.51,3.4517,8.4377
,a green leaf with water droplets on it,SD_1115_01.jpg,3.55,3.556,4.1738,11.2798
,a green leaf with water droplets on it,SD_1115_10.jpg,3.0883,2.525,3.6912,9.3045
,a green leaf with water droplets on it,SD_1115_11.jpg,2.862,2.685,3.6583,9.2053
,there is a small greenhouse with a lot of plants in it,SD_1116_00.jpg,2.9025,2.3183,3.5167,8.7375
,there is a small greenhouse with a lot of plants in it,SD_1116_01.jpg,2.8433,2.87,3.4871,9.2004
,there is a small greenhouse with a lot of plants in it,SD_1116_10.jpg,2.3629,2.41,3.6517,8.4246
,there is a small greenhouse with a lot of plants in it,SD_1116_11.jpg,2.475,2.662,3.2871,8.4241
,there is a acoustic guitar that is laying on a table,SD_1117_00.jpg,2.536,2.254,3.305,8.095
,there is a acoustic guitar that is laying on a table,SD_1117_01.jpg,2.0862,2.04,3.2543,7.3805
,there is a acoustic guitar that is laying on a table,SD_1117_10.jpg,2.4375,2.71,3.382,8.5295
,there is a acoustic guitar that is laying on a table,SD_1117_11.jpg,2.875,2.4667,3.2583,8.6
,there are many dumbbells in a row in a gym,SD_1118_00.jpg,2.6575,2.1975,3.6025,8.4575
,there are many dumbbells in a row in a gym,SD_1118_01.jpg,2.2317,2.414,3.368,8.0137
,there are many dumbbells in a row in a gym,SD_1118_10.jpg,2.66,2.4517,3.7875,8.8992
,there are many dumbbells in a row in a gym,SD_1118_11.jpg,2.33,2.2067,3.321,7.8577
,there is a red lighthouse tower on the pier with people walking around,SD_1119_00.jpg,2.2133,2.61,3.6517,8.475
,there is a red lighthouse tower on the pier with people walking around,SD_1119_01.jpg,2,1.915,3.2786,7.1936
